Number,price,house_type,house_type_v2,house_type_2,rooms,rooms_v2,m2,m2_v2,price_m2,elevator,garage,neighborhood,district
202,"599,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,72,Piso peque,"8,319",SI,NO,ﾃ》ico en Delicias,Arganzuela
203,"440,000",planta 2,Plantas inferiores,exterior,5,1 - 5 rooms,139,Piso intermedio,"3,165",SI,NO,Imperial,Arganzuela
204,"219,000",planta 4,Plantas inferiores,,2,1 - 5 rooms,58,Piso peque,"3,776",SI,NO,Chopera,Arganzuela
205,"295,000",planta 4,Plantas inferiores,interior,2,1 - 5 rooms,60,Piso peque,"4,917",SI,NO,Palos de Moguer,Arganzuela
206,"535,000",bajo,Sotano,exterior,2,1 - 5 rooms,75,Piso peque,"7,133",SI,SI,Delicias,Arganzuela
207,"330,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,65,Piso peque,"5,077",SI,SI,Imperial,Arganzuela
208,"235,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,37,Piso peque,"6,351",NO,NO,Acacias,Arganzuela
209,"800,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,140,Piso intermedio,"5,714",SI,NO,Acacias,Arganzuela
210,"130,000",planta 4,Plantas inferiores,interior,2,1 - 5 rooms,34,Piso peque,"3,824",NO,NO,Palos de Moguer,Arganzuela
211,"443,000",planta 8,Plantas intermedias,exterior,3,1 - 5 rooms,108,Piso intermedio,"4,102",SI,NO,Acacias,Arganzuela
212,"364,000",planta 3,Plantas inferiores,interior,3,1 - 5 rooms,90,Piso peque,"4,044",SI,NO,Palos de Moguer,Arganzuela
213,"700,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,114,Piso intermedio,"6,140",SI,NO,Acacias,Arganzuela
214,"430,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,108,Piso intermedio,"3,981",SI,NO,Palos de Moguer,Arganzuela
215,"359,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,94,Piso peque,"3,819",SI,SI,Legazpi,Arganzuela
216,"485,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,109,Piso intermedio,"4,450",SI,SI,Legazpi,Arganzuela
217,"375,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,84,Piso peque,"4,464",SI,NO,Chopera,Arganzuela
218,"445,000",planta 1,Plantas inferiores,,2,1 - 5 rooms,92,Piso peque,"4,837",SI,SI,Legazpi,Arganzuela
219,"150,000",planta 1,Plantas inferiores,,2,1 - 5 rooms,45,Piso peque,"3,333",NO,NO,Acacias,Arganzuela
220,"260,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,46,Piso peque,"5,652",SI,NO,Acacias,Arganzuela
221,"145,000",planta -1,Plantas inferiores,,1,1 - 5 rooms,32,Piso peque,"4,531",NO,NO,Delicias,Arganzuela
222,"749,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,160,Piso intermedio,"4,681",SI,SI,Legazpi,Arganzuela
223,"203,000",bajo,Sotano,interior,2,1 - 5 rooms,52,Piso peque,"3,904",SI,NO,Delicias,Arganzuela
224,"468,999",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,107,Piso intermedio,"4,383",SI,SI,Legazpi,Arganzuela
225,"320,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,70,Piso peque,"4,571",SI,SI,Delicias,Arganzuela
226,"396,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,78,Piso peque,"5,077",SI,NO,Acacias,Arganzuela
227,"450,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,120,Piso intermedio,"3,750",SI,NO,Palos de Moguer,Arganzuela
228,"295,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,76,Piso peque,"3,882",SI,NO,Imperial,Arganzuela
229,"399,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,90,Piso peque,"4,433",SI,NO,Delicias,Arganzuela
230,"295,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,71,Piso peque,"4,155",SI,NO,Imperial,Arganzuela
231,"239,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,55,Piso peque,"4,345",NO,NO,Legazpi,Arganzuela
232,"675,000",planta 6,Plantas intermedias,exterior,4,1 - 5 rooms,180,Piso grande,"3,750",SI,NO,Delicias,Arganzuela
233,"176,500",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,52,Piso peque,"3,394",NO,NO,Palos de Moguer,Arganzuela
234,"310,000",bajo,Sotano,exterior,1,1 - 5 rooms,74,Piso peque,"4,189",SI,NO,Legazpi,Arganzuela
235,"670,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,169,Piso intermedio,"3,964",SI,SI,Acacias,Arganzuela
236,"465,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,120,Piso intermedio,"3,875",SI,NO,Chopera,Arganzuela
237,"275,000",bajo,Sotano,exterior,2,1 - 5 rooms,123,Piso intermedio,"2,236",SI,NO,Acacias,Arganzuela
238,"275,000",bajo,Sotano,exterior,1,1 - 5 rooms,47,Piso peque,"5,851",NO,NO,Legazpi,Arganzuela
239,"370,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,79,Piso peque,"4,684",SI,NO,Imperial,Arganzuela
240,"387,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,63,Piso peque,"6,143",SI,SI,Legazpi,Arganzuela
241,"138,000",bajo,Sotano,exterior,3,1 - 5 rooms,40,Piso peque,"3,450",NO,NO,Delicias,Arganzuela
242,"460,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,150,Piso intermedio,"3,067",SI,NO,Delicias,Arganzuela
243,"249,000",planta 5,Plantas intermedias,interior,2,1 - 5 rooms,60,Piso peque,"4,150",SI,NO,Palos de Moguer,Arganzuela
244,"479,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,113,Piso intermedio,"4,239",SI,NO,Imperial,Arganzuela
245,"175,000",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,45,Piso peque,"3,889",SI,NO,Delicias,Arganzuela
246,"605,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,124,Piso intermedio,"4,879",SI,SI,Imperial,Arganzuela
247,"460,000",planta 1,Plantas inferiores,exterior,5,1 - 5 rooms,120,Piso intermedio,"3,833",SI,NO,Delicias,Arganzuela
248,"420,000",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,92,Piso peque,"4,565",SI,NO,Legazpi,Arganzuela
249,"565,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,102,Piso intermedio,"5,539",SI,NO,Palos de Moguer,Arganzuela
250,"175,000",planta 3,Plantas inferiores,interior,2,1 - 5 rooms,37,Piso peque,"4,730",SI,NO,Acacias,Arganzuela
251,"385,000",planta 2,Plantas inferiores,interior,4,1 - 5 rooms,120,Piso intermedio,"3,208",SI,NO,Acacias,Arganzuela
252,"269,000",planta 6,Plantas intermedias,interior,2,1 - 5 rooms,50,Piso peque,"5,380",SI,NO,Palos de Moguer,Arganzuela
253,"475,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,126,Piso intermedio,"3,770",SI,NO,Palos de Moguer,Arganzuela
254,"520,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,115,Piso intermedio,"4,522",SI,SI,Legazpi,Arganzuela
255,"240,000",bajo,Sotano,interior,1,1 - 5 rooms,60,Piso peque,"4,000",SI,NO,Acacias,Arganzuela
256,"395,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,72,Piso peque,"5,486",SI,SI,Legazpi,Arganzuela
257,"172,000",planta 1,Plantas inferiores,interior,1,1 - 5 rooms,42,Piso peque,"4,095",NO,NO,Imperial,Arganzuela
258,"320,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,56,Piso peque,"5,714",SI,SI,Legazpi,Arganzuela
259,"199,990",planta 1,Plantas inferiores,interior,2,1 - 5 rooms,45,Piso peque,"4,444",SI,NO,Palos de Moguer,Arganzuela
260,"440,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,105,Piso intermedio,"4,190",SI,NO,Imperial,Arganzuela
261,"295,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,55,Piso peque,"5,364",SI,NO,Chopera,Arganzuela
262,"340,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,68,Piso peque,"5,000",SI,NO,Palos de Moguer,Arganzuela
263,"170,000",bajo,Sotano,interior,2,1 - 5 rooms,32,Piso peque,"5,313",SI,NO,Palos de Moguer,Arganzuela
264,"360,000",planta 1,Plantas inferiores,exterior,4,1 - 5 rooms,105,Piso intermedio,"3,429",SI,NO,Delicias,Arganzuela
265,"449,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,86,Piso peque,"5,221",SI,NO,Imperial,Arganzuela
266,"375,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,65,Piso peque,"5,769",NO,NO,Legazpi,Arganzuela
267,"299,000",planta 2,Plantas inferiores,exterior,1,1 - 5 rooms,59,Piso peque,"5,068",SI,SI,Legazpi,Arganzuela
268,"485,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,113,Piso intermedio,"4,292",SI,NO,Chopera,Arganzuela
269,"475,000",planta 5,Plantas intermedias,exterior,2,1 - 5 rooms,60,Piso peque,"7,917",SI,SI,Legazpi,Arganzuela
270,"425,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,72,Piso peque,"5,903",SI,NO,Acacias,Arganzuela
271,"520,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,135,Piso intermedio,"3,852",SI,NO,Palos de Moguer,Arganzuela
272,"415,000",planta 7,Plantas intermedias,exterior,3,1 - 5 rooms,57,Piso peque,"7,281",SI,NO,Palos de Moguer,Arganzuela
273,"320,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,71,Piso peque,"4,507",SI,NO,Palos de Moguer,Arganzuela
274,"620,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,126,Piso intermedio,"4,921",SI,SI,Imperial,Arganzuela
275,"320,000",bajo,Sotano,exterior,1,1 - 5 rooms,52,Piso peque,"6,154",NO,NO,Palos de Moguer,Arganzuela
276,"380,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,72,Piso peque,"5,278",SI,NO,Palos de Moguer,Arganzuela
277,"320,000",planta 5,Plantas intermedias,exterior,1,1 - 5 rooms,60,Piso peque,"5,333",SI,NO,Acacias,Arganzuela
278,"124,000",planta 4,Plantas inferiores,interior,1,1 - 5 rooms,36,Piso peque,"3,444",NO,NO,Delicias,Arganzuela
279,"345,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,109,Piso intermedio,"3,165",SI,NO,Delicias,Arganzuela
280,"670,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,119,Piso intermedio,"5,630",SI,NO,Acacias,Arganzuela
281,"595,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"5,950",SI,SI,Delicias,Arganzuela
282,"538,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,97,Piso peque,"5,546",SI,NO,Legazpi,Arganzuela
283,"299,900",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,84,Piso peque,"3,570",SI,NO,Delicias,Arganzuela
284,"485,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,82,Piso peque,"5,915",SI,SI,Palos de Moguer,Arganzuela
285,"255,000",bajo,Sotano,exterior,1,1 - 5 rooms,74,Piso peque,"3,446",NO,NO,Imperial,Arganzuela
286,"272,000",bajo,Sotano,exterior,1,1 - 5 rooms,81,Piso peque,"3,358",NO,NO,Imperial,Arganzuela
287,"299,000",planta 6,Plantas intermedias,interior,2,1 - 5 rooms,56,Piso peque,"5,339",SI,NO,Palos de Moguer,Arganzuela
288,"385,000",bajo,Sotano,exterior,3,1 - 5 rooms,87,Piso peque,"4,425",SI,NO,Legazpi,Arganzuela
289,"445,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,112,Piso intermedio,"3,973",SI,NO,Delicias,Arganzuela
290,"300,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,68,Piso peque,"4,412",SI,NO,Acacias,Arganzuela
291,"410,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,142,Piso intermedio,"2,887",SI,NO,Imperial,Arganzuela
292,"515,000",planta 5,Plantas intermedias,,3,1 - 5 rooms,112,Piso intermedio,"4,598",SI,NO,Chopera,Arganzuela
293,"132,000",semi-sotano,Sotano,interior,1,1 - 5 rooms,50,Piso peque,"2,640",NO,NO,Imperial,Arganzuela
294,"450,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,113,Piso intermedio,"3,982",SI,SI,Delicias,Arganzuela
295,"499,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,121,Piso intermedio,"4,124",SI,NO,Acacias,Arganzuela
296,"350,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,87,Piso peque,"4,023",SI,NO,Palos de Moguer,Arganzuela
297,"340,000",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,80,Piso peque,"4,250",SI,NO,Palos de Moguer,Arganzuela
298,"360,000",planta 4,Plantas inferiores,interior,3,1 - 5 rooms,72,Piso peque,"5,000",SI,NO,Palos de Moguer,Arganzuela
299,"360,000",planta 4,Plantas inferiores,interior,3,1 - 5 rooms,72,Piso peque,"5,000",SI,NO,Palos de Moguer,Arganzuela
300,"1,610,000",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,384,Piso muy grande,"4,193",SI,NO,Palos de Moguer,Arganzuela
301,"129,000",sotano,Sotano,interior,2,1 - 5 rooms,44,Piso peque,"2,932",SI,NO,Acacias,Arganzuela
302,"145,000",planta 2,Plantas inferiores,interior,1,1 - 5 rooms,43,Piso peque,"3,372",SI,NO,Delicias,Arganzuela
303,"490,000",bajo,Sotano,exterior,4,1 - 5 rooms,160,Piso intermedio,"3,063",NO,SI,Imperial,Arganzuela
304,"175,000",planta 2,Plantas inferiores,interior,1,1 - 5 rooms,32,Piso peque,"5,469",SI,NO,Delicias,Arganzuela
305,"299,000",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,60,Piso peque,"4,983",SI,NO,Acacias,Arganzuela
306,"155,000",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,41,Piso peque,"3,780",SI,NO,Imperial,Arganzuela
307,"349,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,97,Piso peque,"3,598",SI,NO,Acacias,Arganzuela
308,"430,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,80,Piso peque,"5,375",SI,SI,Legazpi,Arganzuela
309,"339,000",planta 7,Plantas intermedias,interior,2,1 - 5 rooms,80,Piso peque,"4,238",SI,NO,Imperial,Arganzuela
310,"189,000",planta 2,Plantas inferiores,,1,1 - 5 rooms,40,Piso peque,"4,725",NO,NO,Acacias,Arganzuela
311,"155,000",planta 3,Plantas inferiores,interior,1,1 - 5 rooms,34,Piso peque,"4,559",NO,NO,Imperial,Arganzuela
312,"350,000",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,62,Piso peque,"5,645",SI,NO,Chopera,Arganzuela
313,"345,000",planta 4,Plantas inferiores,interior,4,1 - 5 rooms,100,Piso peque,"3,450",SI,NO,Palos de Moguer,Arganzuela
314,"269,900",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,92,Piso peque,"2,934",NO,NO,Chopera,Arganzuela
315,"440,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,136,Piso intermedio,"3,235",SI,SI,Legazpi,Arganzuela
316,"140,000",planta 5,Plantas intermedias,interior,2,1 - 5 rooms,41,Piso peque,"3,415",NO,NO,Imperial,Arganzuela
317,"379,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,101,Piso intermedio,"3,752",SI,NO,Delicias,Arganzuela
318,"177,000",bajo,Sotano,exterior,1,1 - 5 rooms,36,Piso peque,"4,917",SI,NO,Palos de Moguer,Arganzuela
319,"165,000",planta 1,Plantas inferiores,interior,1,1 - 5 rooms,33,Piso peque,"5,000",SI,NO,Palos de Moguer,Arganzuela
320,"515,500",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,100,Piso peque,"5,155",SI,SI,Delicias,Arganzuela
321,"555,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,121,Piso intermedio,"4,587",SI,NO,Palos de Moguer,Arganzuela
322,"165,000",bajo,Sotano,exterior,3,1 - 5 rooms,84,Piso peque,"1,964",SI,NO,Imperial,Arganzuela
323,"298,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,64,Piso peque,"4,656",SI,NO,Delicias,Arganzuela
324,"480,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,101,Piso intermedio,"4,752",SI,SI,Legazpi,Arganzuela
325,"398,000",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,71,Piso peque,"5,606",SI,SI,Legazpi,Arganzuela
326,"387,000",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,71,Piso peque,"5,451",SI,SI,Legazpi,Arganzuela
327,"410,000",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,100,Piso peque,"4,100",SI,NO,Chopera,Arganzuela
328,"550,000",planta 6,Plantas intermedias,interior,4,1 - 5 rooms,120,Piso intermedio,"4,583",SI,NO,Chopera,Arganzuela
329,"230,000",bajo,Sotano,interior,2,1 - 5 rooms,53,Piso peque,"4,340",SI,NO,Delicias,Arganzuela
330,"185,000",bajo,Sotano,interior,1,1 - 5 rooms,45,Piso peque,"4,111",SI,NO,Palos de Moguer,Arganzuela
331,"144,800",bajo,Sotano,exterior,3,1 - 5 rooms,40,Piso peque,"3,620",NO,NO,Delicias,Arganzuela
332,"180,000",bajo,Sotano,interior,1,1 - 5 rooms,45,Piso peque,"4,000",SI,NO,Chopera,Arganzuela
333,"392,400",bajo,Sotano,exterior,2,1 - 5 rooms,77,Piso peque,"5,096",SI,NO,Palos de Moguer,Arganzuela
334,"373,000",planta 4,Plantas inferiores,exterior,2,1 - 5 rooms,93,Piso peque,"4,011",SI,NO,Chopera,Arganzuela
335,"545,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,156,Piso intermedio,"3,494",SI,NO,Delicias,Arganzuela
336,"373,800",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,89,Piso peque,"4,200",SI,NO,Chopera,Arganzuela
337,"390,000",planta 1,Plantas inferiores,exterior,3,1 - 5 rooms,90,Piso peque,"4,333",SI,NO,Chopera,Arganzuela
338,"460,000",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,90,Piso peque,"5,111",SI,NO,Chopera,Arganzuela
339,"449,900",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,106,Piso intermedio,"4,244",SI,NO,Palos de Moguer,Arganzuela
340,"239,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,62,Piso peque,"3,855",SI,NO,Palos de Moguer,Arganzuela
341,"574,500",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,118,Piso intermedio,"4,869",SI,SI,Imperial,Arganzuela
342,"219,900",planta 2,Plantas inferiores,interior,2,1 - 5 rooms,48,Piso peque,"4,581",SI,NO,Palos de Moguer,Arganzuela
343,"355,000",planta 6,Plantas intermedias,exterior,3,1 - 5 rooms,82,Piso peque,"4,329",NO,NO,Acacias,Arganzuela
344,"150,000",bajo,Sotano,exterior,1,1 - 5 rooms,30,Piso peque,"5,000",NO,NO,Palos de Moguer,Arganzuela
345,"315,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,45,Piso peque,"7,000",SI,NO,Imperial,Arganzuela
346,"442,589",planta 1,Plantas inferiores,exterior,2,1 - 5 rooms,82,Piso peque,"5,397",SI,SI,Legazpi,Arganzuela
347,"295,240",planta 1,Plantas inferiores,exterior,1,1 - 5 rooms,54,Piso peque,"5,467",SI,SI,Legazpi,Arganzuela
348,"753,277",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,120,Piso intermedio,"6,277",SI,SI,Legazpi,Arganzuela
349,"664,330",planta 4,Plantas inferiores,exterior,3,1 - 5 rooms,124,Piso intermedio,"5,358",SI,SI,Legazpi,Arganzuela
350,"853,203",planta 3,Plantas inferiores,exterior,4,1 - 5 rooms,168,Piso intermedio,"5,079",SI,SI,Legazpi,Arganzuela
351,"619,100",planta 2,Plantas inferiores,exterior,3,1 - 5 rooms,122,Piso intermedio,"5,075",SI,SI,Legazpi,Arganzuela
352,"463,308",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,88,Piso peque,"5,265",SI,SI,Legazpi,Arganzuela
353,"239,000",planta 3,Plantas inferiores,interior,1,1 - 5 rooms,51,Piso peque,"4,686",SI,NO,Chopera,Arganzuela
354,"265,000",planta 3,Plantas inferiores,exterior,2,1 - 5 rooms,60,Piso peque,"4,417",NO,NO,Imperial,Arganzuela
355,"240,000",planta 3,Plantas inferiores,exterior,3,1 - 5 rooms,54,Piso peque,"4,444",NO,NO,Legazpi,Arganzuela
356,"325,000",planta 3,Plantas inferiores,exterior,1,1 - 5 rooms,63,Piso peque,"5,159",SI,SI,Delicias,Arganzuela
357,"480,000",bajo,Sotano,exterior,3,1 - 5 rooms,143,Piso intermedio,"3,357",SI,NO,Imperial,Arganzuela
358,"675,000",planta 1,Plantas inferiores,exterior,7,6 - 10 rooms,170,Piso intermedio,"3,971",SI,NO,Delicias,Arganzuela
359,"135,000",planta 1,Plantas inferiores,interior,2,1 - 5 rooms,81,Piso peque,"1,667",SI,NO,Acacias,Arganzuela
360,"443,000",planta 5,Plantas intermedias,exterior,4,1 - 5 rooms,131,Piso intermedio,"3,382",SI,NO,Palos de Moguer,Arganzuela
361,"177,500",planta 1,Plantas inferiores,interior,2,1 - 5 rooms,50,Piso peque,"3,550",NO,NO,Imperial,Arganzuela
362,"250,000",bajo,Sotano,exterior,1,1 - 5 rooms,80,Piso peque,"3,125",SI,NO,Chopera,Arganzuela
363,"230,000",planta 5,Plantas intermedias,interior,2,1 - 5 rooms,42,Piso peque,"5,476",SI,NO,Palos de Moguer,Arganzuela
364,"420,000",planta 2,Plantas inferiores,exterior,4,1 - 5 rooms,110,Piso intermedio,"3,818",SI,NO,Delicias,Arganzuela
365,"365,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,75,Piso peque,"4,867",SI,NO,Palos de Moguer,Arganzuela
366,"359,000",planta 5,Plantas intermedias,interior,3,1 - 5 rooms,115,Piso intermedio,"3,122",SI,NO,Delicias,Arganzuela
367,"395,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,80,Piso peque,"4,938",SI,NO,Delicias,Arganzuela
368,"365,000",planta 4,Plantas inferiores,exterior,1,1 - 5 rooms,71,Piso peque,"5,141",SI,NO,Palos de Moguer,Arganzuela
369,"185,000",bajo,Sotano,interior,1,1 - 5 rooms,47,Piso peque,"3,936",SI,NO,Palos de Moguer,Arganzuela
370,"1,200,000",planta 5,Plantas intermedias,exterior,3,1 - 5 rooms,225,Piso grande,"5,333",SI,SI,Acacias,Arganzuela
371,"800,000",planta 9,Plantas intermedias,exterior,4,1 - 5 rooms,146,Piso intermedio,"5,479",SI,SI,Legazpi,Arganzuela
372,"527,000",planta 4,Plantas inferiores,exterior,4,1 - 5 rooms,133,Piso intermedio,"3,962",SI,NO,Acacias,Arganzuela
373,"220,000",sotano,Sotano,interior,2,1 - 5 rooms,125,Piso intermedio,"1,760",SI,NO,Imperial,Arganzuela
374,"135,000",bajo,Sotano,exterior,1,1 - 5 rooms,34,Piso peque,"3,971",NO,NO,Imperial,Arganzuela
375,"145,000",planta 3,Plantas inferiores,interior,2,1 - 5 rooms,37,Piso peque,"3,919",NO,NO,Chopera,Arganzuela
376,"264,000",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,92,Piso peque,"2,870",SI,NO,Chopera,Arganzuela
377,"395,000",bajo,Sotano,exterior,4,1 - 5 rooms,143,Piso intermedio,"2,762",NO,SI,Imperial,Arganzuela
378,"269,900",entreplanta,Plantas inferiores,exterior,3,1 - 5 rooms,92,Piso peque,"2,934",SI,NO,Chopera,Arganzuela
379,"223,000",planta 3,Plantas inferiores,interior,2,1 - 5 rooms,55,Piso peque,"4,055",SI,NO,Acacias,Arganzuela
380,"379,900",bajo,Sotano,exterior,1,1 - 5 rooms,42,Piso peque,"9,045",SI,SI,Palos de Moguer,Arganzuela
381,"185,000",sotano,Sotano,exterior,2,1 - 5 rooms,67,Piso peque,"2,761",SI,NO,Chopera,Arganzuela
382,"485,000",planta 8,Plantas intermedias,exterior,4,1 - 5 rooms,110,Piso intermedio,"4,409",SI,NO,Chopera,Arganzuela
383,"390,000",planta 2,Plantas inferiores,interior,3,1 - 5 rooms,90,Piso peque,"4,333",SI,NO,Palos de Moguer,Arganzuela
384,"394,816",planta 5,Plantas intermedias,exterior,1,1 - 5 rooms,61,Piso peque,"6,472",SI,SI,Legazpi,Arganzuela
385,"517,833",planta 2,Plantas inferiores,exterior,2,1 - 5 rooms,103,Piso intermedio,"5,028",SI,SI,Legazpi,Arganzuela
